Group,Set,ID,V,AbsJ,J,I,t,R
4,7,C,3.50E-01,7.04E-06,7.04E-06,2.73E-11,1.43E+02,1.28E+10
4,7,C,3.00E-01,5.91E-06,5.91E-06,2.29E-11,1.43E+02,1.31E+10
4,7,C,2.50E-01,4.71E-06,4.71E-06,1.83E-11,1.44E+02,1.37E+10
4,7,C,2.00E-01,3.64E-06,3.64E-06,1.41E-11,1.44E+02,1.42E+10
4,7,C,1.50E-01,2.46E-06,2.46E-06,9.54E-12,1.45E+02,1.57E+10
4,7,C,1.00E-01,1.39E-06,1.39E-06,5.38E-12,1.45E+02,1.86E+10
4,7,C,5.00E-02,3.45E-07,3.45E-07,1.34E-12,1.46E+02,3.74E+10
4,7,C,0.00E+00,7.92E-07,-7.92E-07,-3.07E-12,1.47E+02,0.00E+00
4,7,C,-5.00E-02,1.77E-06,-1.77E-06,-6.88E-12,1.47E+02,7.27E+09
4,7,C,-1.00E-01,2.90E-06,-2.90E-06,-1.13E-11,1.48E+02,8.88E+09
4,7,C,-1.50E-01,3.92E-06,-3.92E-06,-1.52E-11,1.48E+02,9.86E+09
4,7,C,-2.00E-01,4.96E-06,-4.96E-06,-1.92E-11,1.49E+02,1.04E+10
4,7,C,-2.50E-01,6.04E-06,-6.04E-06,-2.34E-11,1.49E+02,1.07E+10
4,7,C,-3.00E-01,6.99E-06,-6.99E-06,-2.71E-11,1.50E+02,1.11E+10
4,7,C,-3.50E-01,8.11E-06,-8.11E-06,-3.15E-11,1.50E+02,1.11E+10
4,7,C,-4.00E-01,9.04E-06,-9.04E-06,-3.51E-11,1.51E+02,1.14E+10
4,7,C,-4.50E-01,1.02E-05,-1.02E-05,-3.95E-11,1.51E+02,1.14E+10
4,7,C,-5.00E-01,1.11E-05,-1.11E-05,-4.32E-11,1.52E+02,1.16E+10
4,7,C,-5.00E-01,1.09E-05,-1.09E-05,-4.21E-11,1.52E+02,1.19E+10
4,7,C,-4.50E-01,9.41E-06,-9.41E-06,-3.65E-11,1.53E+02,1.23E+10
4,7,C,-4.00E-01,8.08E-06,-8.08E-06,-3.13E-11,1.53E+02,1.28E+10
4,7,C,-3.50E-01,6.88E-06,-6.88E-06,-2.67E-11,1.54E+02,1.31E+10
4,7,C,-3.00E-01,5.73E-06,-5.73E-06,-2.22E-11,1.54E+02,1.35E+10
4,7,C,-2.50E-01,4.50E-06,-4.50E-06,-1.75E-11,1.55E+02,1.43E+10
4,7,C,-2.00E-01,3.46E-06,-3.46E-06,-1.34E-11,1.55E+02,1.49E+10
4,7,C,-1.50E-01,2.28E-06,-2.28E-06,-8.86E-12,1.56E+02,1.69E+10
4,7,C,-1.00E-01,1.23E-06,-1.23E-06,-4.79E-12,1.56E+02,2.09E+10
4,7,C,-5.00E-02,1.85E-07,-1.85E-07,-7.17E-13,1.57E+02,6.97E+10
4,7,C,0.00E+00,9.21E-07,9.21E-07,3.57E-12,1.57E+02,0.00E+00
4,7,C,0.00E+00,6.49E-07,6.49E-07,2.52E-12,1.58E+02,0.00E+00
4,7,C,5.00E-02,1.83E-06,1.83E-06,7.11E-12,1.59E+02,7.03E+09
4,7,C,1.00E-01,2.90E-06,2.90E-06,1.12E-11,1.59E+02,8.90E+09
4,7,C,1.50E-01,3.97E-06,3.97E-06,1.54E-11,1.60E+02,9.73E+09
4,7,C,2.00E-01,5.05E-06,5.05E-06,1.96E-11,1.60E+02,1.02E+10
4,7,C,2.50E-01,6.01E-06,6.01E-06,2.33E-11,1.61E+02,1.07E+10
4,7,C,3.00E-01,7.10E-06,7.10E-06,2.75E-11,1.61E+02,1.09E+10
4,7,C,3.50E-01,8.04E-06,8.04E-06,3.12E-11,1.62E+02,1.12E+10
4,7,C,4.00E-01,9.13E-06,9.13E-06,3.54E-11,1.62E+02,1.13E+10
4,7,C,4.50E-01,1.01E-05,1.01E-05,3.93E-11,1.63E+02,1.14E+10
4,7,C,5.00E-01,1.11E-05,1.11E-05,4.29E-11,1.63E+02,1.16E+10
4,7,C,5.00E-01,1.09E-05,1.09E-05,4.21E-11,1.64E+02,1.19E+10
4,7,C,4.50E-01,9.34E-06,9.34E-06,3.62E-11,1.64E+02,1.24E+10
4,7,C,4.00E-01,8.09E-06,8.09E-06,3.14E-11,1.65E+02,1.28E+10
4,7,C,3.50E-01,6.90E-06,6.90E-06,2.68E-11,1.65E+02,1.31E+10
4,7,C,3.00E-01,5.69E-06,5.69E-06,2.21E-11,1.66E+02,1.36E+10
4,7,C,2.50E-01,4.63E-06,4.63E-06,1.80E-11,1.66E+02,1.39E+10
4,7,C,2.00E-01,3.47E-06,3.47E-06,1.35E-11,1.67E+02,1.48E+10
4,7,C,1.50E-01,2.40E-06,2.40E-06,9.30E-12,1.67E+02,1.61E+10
4,7,C,1.00E-01,1.34E-06,1.34E-06,5.20E-12,1.68E+02,1.92E+10
4,7,C,5.00E-02,3.16E-07,3.16E-07,1.22E-12,1.68E+02,4.08E+10
4,7,C,0.00E+00,7.30E-07,-7.30E-07,-2.83E-12,1.69E+02,0.00E+00
4,7,C,-5.00E-02,1.85E-06,-1.85E-06,-7.18E-12,1.70E+02,6.97E+09
4,7,C,-1.00E-01,2.80E-06,-2.80E-06,-1.09E-11,1.70E+02,9.21E+09
4,7,C,-1.50E-01,3.88E-06,-3.88E-06,-1.51E-11,1.71E+02,9.96E+09
4,7,C,-2.00E-01,4.92E-06,-4.92E-06,-1.91E-11,1.71E+02,1.05E+10
4,7,C,-2.50E-01,5.83E-06,-5.83E-06,-2.26E-11,1.72E+02,1.11E+10
4,7,C,-3.00E-01,6.94E-06,-6.94E-06,-2.69E-11,1.72E+02,1.12E+10
4,7,C,-3.50E-01,7.86E-06,-7.86E-06,-3.05E-11,1.73E+02,1.15E+10
4,7,C,-4.00E-01,8.96E-06,-8.96E-06,-3.47E-11,1.73E+02,1.15E+10
4,7,C,-4.50E-01,9.94E-06,-9.94E-06,-3.86E-11,1.74E+02,1.17E+10
4,7,C,-5.00E-01,1.08E-05,-1.08E-05,-4.21E-11,1.74E+02,1.19E+10
4,7,C,-5.00E-01,1.07E-05,-1.07E-05,-4.13E-11,1.75E+02,1.21E+10
4,7,C,-4.50E-01,9.14E-06,-9.14E-06,-3.55E-11,1.75E+02,1.27E+10
4,7,C,-4.00E-01,7.89E-06,-7.89E-06,-3.06E-11,1.76E+02,1.31E+10
4,7,C,-3.50E-01,6.70E-06,-6.70E-06,-2.60E-11,1.76E+02,1.35E+10
4,7,C,-3.00E-01,5.51E-06,-5.51E-06,-2.14E-11,1.77E+02,1.40E+10
4,7,C,-2.50E-01,4.45E-06,-4.45E-06,-1.72E-11,1.77E+02,1.45E+10
4,7,C,-2.00E-01,3.30E-06,-3.30E-06,-1.28E-11,1.78E+02,1.56E+10
4,7,C,-1.50E-01,2.27E-06,-2.27E-06,-8.79E-12,1.78E+02,1.71E+10
4,7,C,-1.00E-01,1.19E-06,-1.19E-06,-4.62E-12,1.79E+02,2.16E+10
4,7,C,-5.00E-02,1.13E-07,-1.13E-07,-4.40E-13,1.79E+02,1.14E+11
4,7,C,0.00E+00,8.52E-07,8.52E-07,3.30E-12,1.80E+02,0.00E+00
4,7,C,0.00E+00,6.79E-07,6.79E-07,2.63E-12,1.81E+02,0.00E+00
4,7,C,5.00E-02,1.75E-06,1.75E-06,6.78E-12,1.81E+02,7.38E+09
4,7,C,1.00E-01,2.89E-06,2.89E-06,1.12E-11,1.82E+02,8.93E+09
4,7,C,1.50E-01,3.93E-06,3.93E-06,1.53E-11,1.82E+02,9.83E+09
4,7,C,2.00E-01,4.87E-06,4.87E-06,1.89E-11,1.83E+02,1.06E+10
4,7,C,2.50E-01,5.96E-06,5.96E-06,2.31E-11,1.83E+02,1.08E+10
4,7,C,3.00E-01,6.88E-06,6.88E-06,2.67E-11,1.84E+02,1.12E+10
4,7,C,3.50E-01,7.97E-06,7.97E-06,3.09E-11,1.84E+02,1.13E+10
4,7,C,4.00E-01,8.95E-06,8.95E-06,3.47E-11,1.85E+02,1.15E+10
4,7,C,4.50E-01,9.86E-06,9.86E-06,3.82E-11,1.85E+02,1.18E+10
4,7,C,5.00E-01,1.09E-05,1.09E-05,4.24E-11,1.86E+02,1.18E+10
4,7,C,5.00E-01,1.06E-05,1.06E-05,4.10E-11,1.86E+02,1.22E+10
4,7,C,4.50E-01,9.16E-06,9.16E-06,3.55E-11,1.87E+02,1.27E+10
4,7,C,4.00E-01,7.90E-06,7.90E-06,3.06E-11,1.87E+02,1.31E+10
4,7,C,3.50E-01,6.68E-06,6.68E-06,2.59E-11,1.88E+02,1.35E+10
4,7,C,3.00E-01,5.60E-06,5.60E-06,2.17E-11,1.88E+02,1.38E+10
4,7,C,2.50E-01,4.44E-06,4.44E-06,1.72E-11,1.89E+02,1.45E+10
4,7,C,2.00E-01,3.39E-06,3.39E-06,1.31E-11,1.89E+02,1.52E+10
4,7,C,1.50E-01,2.32E-06,2.32E-06,9.00E-12,1.90E+02,1.67E+10
4,7,C,1.00E-01,1.26E-06,1.26E-06,4.88E-12,1.90E+02,2.05E+10
4,7,C,5.00E-02,2.96E-07,2.96E-07,1.15E-12,1.91E+02,4.36E+10
4,7,C,0.00E+00,8.19E-07,-8.19E-07,-3.18E-12,1.92E+02,0.00E+00
4,7,C,-5.00E-02,1.75E-06,-1.75E-06,-6.80E-12,1.92E+02,7.36E+09
4,7,C,-1.00E-01,2.85E-06,-2.85E-06,-1.10E-11,1.93E+02,9.05E+09
4,7,C,-1.50E-01,3.85E-06,-3.85E-06,-1.49E-11,1.93E+02,1.00E+10
4,7,C,-2.00E-01,4.76E-06,-4.76E-06,-1.85E-11,1.94E+02,1.08E+10
4,7,C,-2.50E-01,5.85E-06,-5.85E-06,-2.27E-11,1.94E+02,1.10E+10
4,7,C,-3.00E-01,6.75E-06,-6.75E-06,-2.62E-11,1.95E+02,1.15E+10
4,7,C,-3.50E-01,7.84E-06,-7.84E-06,-3.04E-11,1.95E+02,1.15E+10
4,7,C,-4.00E-01,8.81E-06,-8.81E-06,-3.42E-11,1.96E+02,1.17E+10
4,7,C,-4.50E-01,9.69E-06,-9.69E-06,-3.76E-11,1.96E+02,1.20E+10
4,7,C,-5.00E-01,1.08E-05,-1.08E-05,-4.18E-11,1.97E+02,1.20E+10
4,7,C,-5.00E-01,1.04E-05,-1.04E-05,-4.03E-11,1.97E+02,1.24E+10
4,7,C,-4.50E-01,9.02E-06,-9.02E-06,-3.50E-11,1.98E+02,1.29E+10
4,7,C,-4.00E-01,7.74E-06,-7.74E-06,-3.00E-11,1.98E+02,1.33E+10
4,7,C,-3.50E-01,6.54E-06,-6.54E-06,-2.54E-11,1.99E+02,1.38E+10
4,7,C,-3.00E-01,5.46E-06,-5.46E-06,-2.12E-11,1.99E+02,1.42E+10
4,7,C,-2.50E-01,4.30E-06,-4.30E-06,-1.67E-11,2.00E+02,1.50E+10
4,7,C,-2.00E-01,3.28E-06,-3.28E-06,-1.27E-11,2.00E+02,1.57E+10
4,7,C,-1.50E-01,2.19E-06,-2.19E-06,-8.49E-12,2.01E+02,1.77E+10
4,7,C,-1.00E-01,1.13E-06,-1.13E-06,-4.39E-12,2.01E+02,2.28E+10
4,7,C,-5.00E-02,1.49E-07,-1.49E-07,-5.77E-13,2.02E+02,8.67E+10
4,7,C,0.00E+00,9.33E-07,9.33E-07,3.62E-12,2.03E+02,0.00E+00
4,7,C,0.00E+00,6.59E-07,6.59E-07,2.56E-12,2.03E+02,0.00E+00
4,7,C,5.00E-02,1.77E-06,1.77E-06,6.87E-12,2.04E+02,7.28E+09
4,7,C,1.00E-01,2.86E-06,2.86E-06,1.11E-11,2.04E+02,9.01E+09
4,7,C,1.50E-01,3.81E-06,3.81E-06,1.48E-11,2.05E+02,1.01E+10
4,7,C,2.00E-01,4.90E-06,4.90E-06,1.90E-11,2.05E+02,1.05E+10
4,7,C,2.50E-01,5.83E-06,5.83E-06,2.26E-11,2.06E+02,1.11E+10
4,7,C,3.00E-01,6.87E-06,6.87E-06,2.66E-11,2.06E+02,1.13E+10
4,7,C,3.50E-01,7.84E-06,7.84E-06,3.04E-11,2.07E+02,1.15E+10
4,7,C,4.00E-01,8.73E-06,8.73E-06,3.39E-11,2.07E+02,1.18E+10
4,7,C,4.50E-01,9.80E-06,9.80E-06,3.80E-11,2.08E+02,1.18E+10
4,7,C,5.00E-01,1.07E-05,1.07E-05,4.14E-11,2.08E+02,1.21E+10
4,7,C,5.00E-01,1.05E-05,1.05E-05,4.06E-11,2.09E+02,1.23E+10
4,7,C,4.50E-01,8.99E-06,8.99E-06,3.49E-11,2.09E+02,1.29E+10
4,7,C,4.00E-01,7.71E-06,7.71E-06,2.99E-11,2.10E+02,1.34E+10
4,7,C,3.50E-01,6.60E-06,6.60E-06,2.56E-11,2.10E+02,1.37E+10
4,7,C,3.00E-01,5.44E-06,5.44E-06,2.11E-11,2.11E+02,1.42E+10
4,7,C,2.50E-01,4.36E-06,4.36E-06,1.69E-11,2.11E+02,1.48E+10
4,7,C,2.00E-01,3.33E-06,3.33E-06,1.29E-11,2.12E+02,1.55E+10
4,7,C,1.50E-01,2.24E-06,2.24E-06,8.70E-12,2.12E+02,1.72E+10
4,7,C,1.00E-01,1.28E-06,1.28E-06,4.98E-12,2.13E+02,2.01E+10
4,7,C,5.00E-02,1.90E-07,1.90E-07,7.35E-13,2.14E+02,6.80E+10
4,7,C,0.00E+00,8.18E-07,-8.18E-07,-3.17E-12,2.14E+02,0.00E+00
4,7,C,-5.00E-02,1.76E-06,-1.76E-06,-6.83E-12,2.15E+02,7.32E+09
4,7,C,-1.00E-01,2.82E-06,-2.82E-06,-1.10E-11,2.15E+02,9.13E+09
4,7,C,-1.50E-01,3.72E-06,-3.72E-06,-1.44E-11,2.16E+02,1.04E+10
4,7,C,-2.00E-01,4.80E-06,-4.80E-06,-1.86E-11,2.16E+02,1.07E+10
4,7,C,-2.50E-01,5.76E-06,-5.76E-06,-2.23E-11,2.17E+02,1.12E+10
4,7,C,-3.00E-01,6.68E-06,-6.68E-06,-2.59E-11,2.17E+02,1.16E+10
4,7,C,-3.50E-01,7.71E-06,-7.71E-06,-2.99E-11,2.18E+02,1.17E+10
4,7,C,-4.00E-01,8.58E-06,-8.58E-06,-3.33E-11,2.18E+02,1.20E+10
4,7,C,-4.50E-01,9.65E-06,-9.65E-06,-3.74E-11,2.19E+02,1.20E+10
4,7,C,-5.00E-01,1.06E-05,-1.06E-05,-4.11E-11,2.19E+02,1.22E+10
4,7,C,-5.00E-01,1.03E-05,-1.03E-05,-3.99E-11,2.20E+02,1.25E+10
4,7,C,-4.50E-01,8.85E-06,-8.85E-06,-3.43E-11,2.20E+02,1.31E+10
4,7,C,-4.00E-01,7.57E-06,-7.57E-06,-2.93E-11,2.21E+02,1.36E+10
4,7,C,-3.50E-01,6.47E-06,-6.47E-06,-2.51E-11,2.21E+02,1.39E+10
4,7,C,-3.00E-01,5.32E-06,-5.32E-06,-2.06E-11,2.22E+02,1.45E+10
4,7,C,-2.50E-01,4.22E-06,-4.22E-06,-1.64E-11,2.22E+02,1.53E+10
4,7,C,-2.00E-01,3.19E-06,-3.19E-06,-1.24E-11,2.23E+02,1.61E+10
4,7,C,-1.50E-01,2.11E-06,-2.11E-06,-8.19E-12,2.23E+02,1.83E+10
4,7,C,-1.00E-01,1.11E-06,-1.11E-06,-4.30E-12,2.24E+02,2.32E+10
4,7,C,-5.00E-02,7.81E-08,-7.81E-08,-3.03E-13,2.24E+02,1.65E+11
4,7,C,0.00E+00,9.39E-07,9.39E-07,3.64E-12,2.25E+02,0.00E+00
4,7,D,0.00E+00,4.55E-06,4.55E-06,1.76E-11,0.00E+00,0.00E+00
4,7,D,5.00E-02,5.83E-06,5.83E-06,2.26E-11,5.23E-01,2.21E+09
4,7,D,1.00E-01,6.84E-06,6.84E-06,2.65E-11,1.05E+00,3.77E+09
4,7,D,1.50E-01,7.90E-06,7.90E-06,3.06E-11,1.57E+00,4.89E+09
4,7,D,2.00E-01,8.84E-06,8.84E-06,3.43E-11,2.09E+00,5.83E+09
4,7,D,2.50E-01,9.68E-06,9.68E-06,3.75E-11,2.62E+00,6.66E+09
4,7,D,3.00E-01,1.07E-05,1.07E-05,4.16E-11,3.14E+00,7.22E+09
4,7,D,3.50E-01,1.21E-05,1.21E-05,4.67E-11,3.66E+00,7.49E+09
4,7,D,4.00E-01,1.35E-05,1.35E-05,5.24E-11,4.19E+00,7.64E+09
4,7,D,4.50E-01,1.47E-05,1.47E-05,5.70E-11,4.71E+00,7.89E+09
4,7,D,5.00E-01,1.59E-05,1.59E-05,6.18E-11,5.23E+00,8.09E+09
4,7,D,5.00E-01,1.55E-05,1.55E-05,6.03E-11,5.76E+00,8.29E+09
4,7,D,4.50E-01,1.39E-05,1.39E-05,5.40E-11,6.28E+00,8.33E+09
4,7,D,4.00E-01,1.26E-05,1.26E-05,4.89E-11,6.80E+00,8.18E+09
4,7,D,3.50E-01,1.13E-05,1.13E-05,4.40E-11,7.33E+00,7.96E+09
4,7,D,3.00E-01,1.01E-05,1.01E-05,3.92E-11,7.85E+00,7.65E+09
4,7,D,2.50E-01,8.96E-06,8.96E-06,3.47E-11,8.38E+00,7.20E+09
4,7,D,2.00E-01,7.74E-06,7.74E-06,3.00E-11,8.90E+00,6.66E+09
4,7,D,1.50E-01,6.54E-06,6.54E-06,2.54E-11,9.42E+00,5.92E+09
4,7,D,1.00E-01,5.42E-06,5.42E-06,2.10E-11,9.95E+00,4.76E+09
4,7,D,5.00E-02,4.30E-06,4.30E-06,1.67E-11,1.05E+01,3.00E+09
4,7,D,0.00E+00,3.24E-06,3.24E-06,1.26E-11,1.10E+01,0.00E+00
4,7,D,-5.00E-02,2.24E-06,2.24E-06,8.69E-12,1.15E+01,-5.75E+09
4,7,D,-1.00E-01,1.28E-06,1.28E-06,4.96E-12,1.20E+01,-2.02E+10
4,7,D,-1.50E-01,2.77E-07,2.77E-07,1.07E-12,1.26E+01,-1.40E+11
4,7,D,-2.00E-01,7.78E-07,-7.78E-07,-3.02E-12,1.31E+01,6.63E+10
4,7,D,-2.50E-01,1.77E-06,-1.77E-06,-6.87E-12,1.36E+01,3.64E+10
4,7,D,-3.00E-01,2.73E-06,-2.73E-06,-1.06E-11,1.41E+01,2.83E+10
4,7,D,-3.50E-01,4.04E-06,-4.04E-06,-1.57E-11,1.47E+01,2.24E+10
4,7,D,-4.00E-01,5.10E-06,-5.10E-06,-1.98E-11,1.52E+01,2.02E+10
4,7,D,-4.50E-01,6.34E-06,-6.34E-06,-2.46E-11,1.57E+01,1.83E+10
4,7,D,-5.00E-01,9.23E-06,-9.23E-06,-3.58E-11,1.62E+01,1.40E+10
4,7,D,-5.00E-01,7.55E-06,-7.55E-06,-2.93E-11,1.68E+01,1.71E+10
4,7,D,-4.50E-01,4.78E-06,-4.78E-06,-1.85E-11,1.73E+01,2.43E+10
4,7,D,-4.00E-01,4.46E-06,-4.46E-06,-1.73E-11,1.78E+01,2.31E+10
4,7,D,-3.50E-01,2.02E-06,-2.02E-06,-7.83E-12,1.83E+01,4.47E+10
4,7,D,-3.00E-01,9.67E-07,-9.67E-07,-3.75E-12,1.88E+01,8.00E+10
4,7,D,-2.50E-01,1.57E-07,1.57E-07,6.09E-13,1.94E+01,-4.10E+11
4,7,D,-2.00E-01,1.15E-06,1.15E-06,4.46E-12,1.99E+01,-4.48E+10
4,7,D,-1.50E-01,2.21E-06,2.21E-06,8.56E-12,2.04E+01,-1.75E+10
4,7,D,-1.00E-01,3.27E-06,3.27E-06,1.27E-11,2.09E+01,-7.89E+09
4,7,D,-5.00E-02,4.27E-06,4.27E-06,1.66E-11,2.15E+01,-3.02E+09
4,7,D,0.00E+00,5.14E-06,5.14E-06,1.99E-11,2.20E+01,0.00E+00
4,7,D,0.00E+00,4.57E-06,4.57E-06,1.77E-11,2.25E+01,0.00E+00
4,7,D,5.00E-02,5.80E-06,5.80E-06,2.25E-11,2.30E+01,2.22E+09
4,7,D,1.00E-01,6.75E-06,6.75E-06,2.62E-11,2.36E+01,3.82E+09
4,7,D,1.50E-01,7.69E-06,7.69E-06,2.98E-11,2.41E+01,5.03E+09
4,7,D,2.00E-01,8.67E-06,8.67E-06,3.36E-11,2.46E+01,5.95E+09
4,7,D,2.50E-01,9.53E-06,9.53E-06,3.69E-11,2.51E+01,6.77E+09
4,7,D,3.00E-01,1.05E-05,1.05E-05,4.08E-11,2.56E+01,7.36E+09
4,7,D,3.50E-01,1.16E-05,1.16E-05,4.48E-11,2.62E+01,7.81E+09
4,7,D,4.00E-01,1.26E-05,1.26E-05,4.87E-11,2.67E+01,8.21E+09
4,7,D,4.50E-01,1.36E-05,1.36E-05,5.27E-11,2.72E+01,8.53E+09
4,7,D,5.00E-01,1.46E-05,1.46E-05,5.68E-11,2.77E+01,8.80E+09
4,7,D,5.00E-01,1.43E-05,1.43E-05,5.56E-11,2.83E+01,8.99E+09
4,7,D,4.50E-01,1.29E-05,1.29E-05,4.98E-11,2.88E+01,9.03E+09
4,7,D,4.00E-01,1.16E-05,1.16E-05,4.50E-11,2.93E+01,8.89E+09
4,7,D,3.50E-01,1.04E-05,1.04E-05,4.05E-11,2.98E+01,8.64E+09
4,7,D,3.00E-01,9.37E-06,9.37E-06,3.63E-11,3.04E+01,8.26E+09
4,7,D,2.50E-01,8.30E-06,8.30E-06,3.22E-11,3.09E+01,7.76E+09
4,7,D,2.00E-01,7.33E-06,7.33E-06,2.84E-11,3.14E+01,7.04E+09
4,7,D,1.50E-01,6.31E-06,6.31E-06,2.45E-11,3.19E+01,6.13E+09
4,7,D,1.00E-01,5.34E-06,5.34E-06,2.07E-11,3.25E+01,4.83E+09
4,7,D,5.00E-02,4.43E-06,4.43E-06,1.72E-11,3.30E+01,2.91E+09
4,7,D,0.00E+00,3.53E-06,3.53E-06,1.37E-11,3.35E+01,0.00E+00
4,7,D,-5.00E-02,2.66E-06,2.66E-06,1.03E-11,3.40E+01,-4.85E+09
4,7,D,-1.00E-01,1.76E-06,1.76E-06,6.81E-12,3.45E+01,-1.47E+10
4,7,D,-1.50E-01,8.68E-07,8.68E-07,3.37E-12,3.51E+01,-4.46E+10
4,7,D,-2.00E-01,1.97E-08,1.97E-08,7.66E-14,3.56E+01,-2.61E+12
4,7,D,-2.50E-01,8.28E-07,-8.28E-07,-3.21E-12,3.61E+01,7.79E+10
4,7,D,-3.00E-01,1.69E-06,-1.69E-06,-6.54E-12,3.66E+01,4.59E+10
4,7,D,-3.50E-01,2.57E-06,-2.57E-06,-9.95E-12,3.72E+01,3.52E+10
4,7,D,-4.00E-01,3.43E-06,-3.43E-06,-1.33E-11,3.77E+01,3.00E+10
4,7,D,-4.50E-01,4.30E-06,-4.30E-06,-1.67E-11,3.82E+01,2.70E+10
4,7,D,-5.00E-01,5.15E-06,-5.15E-06,-2.00E-11,3.87E+01,2.50E+10
4,7,D,-5.00E-01,4.73E-06,-4.73E-06,-1.83E-11,3.93E+01,2.73E+10
4,7,D,-4.50E-01,3.28E-06,-3.28E-06,-1.27E-11,3.98E+01,3.54E+10
4,7,D,-4.00E-01,2.12E-06,-2.12E-06,-8.21E-12,4.03E+01,4.87E+10
4,7,D,-3.50E-01,1.09E-06,-1.09E-06,-4.22E-12,4.08E+01,8.29E+10
4,7,D,-3.00E-01,1.28E-07,-1.28E-07,-4.95E-13,4.14E+01,6.07E+11
4,7,D,-2.50E-01,7.69E-07,7.69E-07,2.98E-12,4.19E+01,-8.38E+10
4,7,D,-2.00E-01,1.59E-06,1.59E-06,6.17E-12,4.24E+01,-3.24E+10
4,7,D,-1.50E-01,2.57E-06,2.57E-06,9.98E-12,4.29E+01,-1.50E+10
4,7,D,-1.00E-01,3.46E-06,3.46E-06,1.34E-11,4.34E+01,-7.45E+09
4,7,D,-5.00E-02,4.27E-06,4.27E-06,1.66E-11,4.40E+01,-3.02E+09
4,7,D,0.00E+00,5.13E-06,5.13E-06,1.99E-11,4.45E+01,0.00E+00
4,7,D,0.00E+00,4.76E-06,4.76E-06,1.84E-11,4.50E+01,0.00E+00
4,7,D,5.00E-02,5.84E-06,5.84E-06,2.27E-11,4.55E+01,2.21E+09
4,7,D,1.00E-01,6.72E-06,6.72E-06,2.61E-11,4.61E+01,3.84E+09
4,7,D,1.50E-01,7.59E-06,7.59E-06,2.94E-11,4.66E+01,5.10E+09
4,7,D,2.00E-01,8.41E-06,8.41E-06,3.26E-11,4.71E+01,6.13E+09
4,7,D,2.50E-01,9.23E-06,9.23E-06,3.58E-11,4.76E+01,6.98E+09
4,7,D,3.00E-01,1.01E-05,1.01E-05,3.91E-11,4.82E+01,7.68E+09
4,7,D,3.50E-01,1.08E-05,1.08E-05,4.21E-11,4.87E+01,8.32E+09
4,7,D,4.00E-01,1.17E-05,1.17E-05,4.53E-11,4.92E+01,8.83E+09
4,7,D,4.50E-01,1.26E-05,1.26E-05,4.90E-11,4.97E+01,9.18E+09
4,7,D,5.00E-01,1.36E-05,1.36E-05,5.26E-11,5.03E+01,9.51E+09
4,7,D,5.00E-01,1.32E-05,1.32E-05,5.12E-11,5.08E+01,9.76E+09
4,7,D,4.50E-01,1.17E-05,1.17E-05,4.55E-11,5.13E+01,9.89E+09
4,7,D,4.00E-01,1.06E-05,1.06E-05,4.11E-11,5.18E+01,9.74E+09
4,7,D,3.50E-01,9.51E-06,9.51E-06,3.69E-11,5.23E+01,9.49E+09
4,7,D,3.00E-01,8.51E-06,8.51E-06,3.30E-11,5.29E+01,9.09E+09
4,7,D,2.50E-01,7.60E-06,7.60E-06,2.95E-11,5.34E+01,8.48E+09
4,7,D,2.00E-01,6.67E-06,6.67E-06,2.59E-11,5.39E+01,7.74E+09
4,7,D,1.50E-01,5.73E-06,5.73E-06,2.22E-11,5.44E+01,6.74E+09
4,7,D,1.00E-01,4.88E-06,4.88E-06,1.89E-11,5.50E+01,5.28E+09
4,7,D,5.00E-02,4.03E-06,4.03E-06,1.56E-11,5.55E+01,3.20E+09
4,7,D,0.00E+00,3.16E-06,3.16E-06,1.23E-11,5.60E+01,0.00E+00
4,7,D,-5.00E-02,2.35E-06,2.35E-06,9.13E-12,5.65E+01,-5.48E+09
4,7,D,-1.00E-01,1.51E-06,1.51E-06,5.86E-12,5.71E+01,-1.71E+10
4,7,D,-1.50E-01,6.21E-07,6.21E-07,2.41E-12,5.76E+01,-6.23E+10
4,7,D,-2.00E-01,1.86E-07,-1.86E-07,-7.20E-13,5.81E+01,2.78E+11
4,7,D,-2.50E-01,1.00E-06,-1.00E-06,-3.88E-12,5.86E+01,6.44E+10
4,7,D,-3.00E-01,1.78E-06,-1.78E-06,-6.89E-12,5.92E+01,4.35E+10
4,7,D,-3.50E-01,2.55E-06,-2.55E-06,-9.91E-12,5.97E+01,3.53E+10
4,7,D,-4.00E-01,3.35E-06,-3.35E-06,-1.30E-11,6.02E+01,3.08E+10
4,7,D,-4.50E-01,4.11E-06,-4.11E-06,-1.59E-11,6.07E+01,2.82E+10
4,7,D,-5.00E-01,4.91E-06,-4.91E-06,-1.90E-11,6.12E+01,2.63E+10
4,7,D,-5.00E-01,4.51E-06,-4.51E-06,-1.75E-11,6.18E+01,2.86E+10
4,7,D,-4.50E-01,3.20E-06,-3.20E-06,-1.24E-11,6.23E+01,3.63E+10
4,7,D,-4.00E-01,2.24E-06,-2.24E-06,-8.71E-12,6.28E+01,4.59E+10
4,7,D,-3.50E-01,1.37E-06,-1.37E-06,-5.33E-12,6.33E+01,6.57E+10
4,7,D,-3.00E-01,5.22E-07,-5.22E-07,-2.02E-12,6.39E+01,1.48E+11
4,7,D,-2.50E-01,3.50E-07,3.50E-07,1.36E-12,6.44E+01,-1.84E+11
